name,size,solver,solve time,error,run date
int_assert_no_eq,751,z3,9.9589,,2026-05-21T10:33:34.932330
int_assert_no_eq,901,z3,47.9291,,2026-05-21T10:34:23.388172
int_assert_no_eq,1081,z3,300.3652,Time out,2026-05-21T10:39:24.307019
datatype_assert_no_eq,50,z3,0.0639,,2026-05-21T10:39:24.371623
datatype_assert_no_eq,60,z3,0.3488,,2026-05-21T10:39:25.248281
datatype_assert_no_eq,72,z3,0.5684,,2026-05-21T10:39:26.310128
datatype_assert_no_eq,86,z3,0.8974,,2026-05-21T10:39:27.704127
datatype_assert_no_eq,103,z3,2.7801,,2026-05-21T10:39:31.008908
datatype_assert_no_eq,123,z3,3.9465,,2026-05-21T10:39:35.487459
datatype_assert_no_eq,147,z3,1.1708,,2026-05-21T10:39:37.184555
datatype_assert_no_eq,176,z3,5.7466,,2026-05-21T10:39:43.444280
datatype_assert_no_eq,211,z3,6.2453,,2026-05-21T10:39:50.201283
datatype_assert_no_eq,253,z3,3.9243,,2026-05-21T10:39:54.645451
datatype_assert_no_eq,303,z3,7.2274,,2026-05-21T10:40:02.401893
datatype_assert_no_eq,363,z3,0.5101,,2026-05-21T10:40:03.420539
datatype_assert_no_eq,435,z3,22.2742,,2026-05-21T10:40:26.191854
datatype_assert_no_eq,522,z3,12.6662,,2026-05-21T10:40:39.353483
datatype_assert_no_eq,626,z3,66.9395,,2026-05-21T10:41:46.819100
datatype_assert_no_eq,751,z3,17.1228,,2026-05-21T10:42:04.482604
datatype_assert_no_eq,901,z3,23.0942,,2026-05-21T10:42:28.078941
datatype_assert_no_eq,1081,z3,300.4487,Time out,2026-05-21T10:47:29.072388
GraphColoring,50,xmt,0.0863,,2026-05-21T10:47:29.161092
GraphColoring,60,xmt,0.0387,,2026-05-21T10:47:29.735132
GraphColoring,72,xmt,0.0370,,2026-05-21T10:47:30.301048
GraphColoring,86,xmt,0.0360,,2026-05-21T10:47:30.853438
GraphColoring,103,xmt,0.0376,,2026-05-21T10:47:31.389119
GraphColoring,123,xmt,0.0366,,2026-05-21T10:47:31.946706
GraphColoring,147,xmt,0.0440,,2026-05-21T10:47:32.513149
GraphColoring,176,xmt,0.0503,,2026-05-21T10:47:33.098530
GraphColoring,211,xmt,0.0346,,2026-05-21T10:47:33.665578
GraphColoring,253,xmt,0.0419,,2026-05-21T10:47:34.211653
GraphColoring,303,xmt,0.0478,,2026-05-21T10:47:34.787259
GraphColoring,363,xmt,0.0502,,2026-05-21T10:47:35.360900
GraphColoring,435,xmt,0.0627,,2026-05-21T10:47:35.941046
GraphColoring,522,xmt,0.0572,,2026-05-21T10:47:36.523534
GraphColoring,626,xmt,0.0778,,2026-05-21T10:47:37.131941
GraphColoring,751,xmt,0.0998,,2026-05-21T10:47:37.758909
GraphColoring,901,xmt,0.1205,,2026-05-21T10:47:38.426424
GraphColoring,1081,xmt,0.1604,,2026-05-21T10:47:39.089047
GraphColoring,1297,xmt,0.2146,,2026-05-21T10:47:39.865683
GraphColoring,1556,xmt,0.2930,,2026-05-21T10:47:40.728021
GraphColoring,1867,xmt,0.3997,,2026-05-21T10:47:41.724411
GraphColoring,2240,xmt,0.5789,,2026-05-21T10:47:42.874157
GraphColoring,2688,xmt,0.7911,,2026-05-21T10:47:44.272306
datatype_define,50,xmt,0.0324,,2026-05-21T10:47:44.816327
datatype_define,60,xmt,0.0325,,2026-05-21T10:47:45.386072
datatype_define,72,xmt,0.0323,,2026-05-21T10:47:45.915882
datatype_define,86,xmt,0.0290,,2026-05-21T10:47:46.455987
datatype_define,103,xmt,0.0350,,2026-05-21T10:47:47.004115
datatype_define,123,xmt,0.0317,,2026-05-21T10:47:47.554114
datatype_define,147,xmt,0.0468,,2026-05-21T10:47:48.103868
